-0.449,0.730,-0.033,#c1bd00
-0.336,0.777,0.024,#bbbe00
-0.438,0.767,-0.117,#b3bc00
-0.518,0.668,-0.081,#aaba00
-0.477,0.695,-0.064,#a2b800
-0.513,0.785,0.039,#9ab600
-0.556,0.740,0.029,#92b400
-0.468,0.708,-0.125,#8ab200
-0.500,0.720,0.042,#83af00
-0.384,0.860,-0.039,#7bad00
-0.400,0.787,-0.550,#d49000
-0.465,0.775,0.085,#74ab00
-0.457,0.780,0.225,#6da900
-0.418,0.774,0.143,#66a700
-0.330,0.843,0.363,#5fa500
-0.440,0.846,0.283,#58a200
-0.395,0.895,0.270,#52a000
-0.362,0.832,0.441,#4b9e00
-0.297,0.875,0.563,#459c00
-0.149,0.877,0.390,#3f9a00
-0.187,0.877,0.487,#399800
-0.355,0.897,-0.624,#d29500
-0.233,0.849,0.655,#339600
-0.267,0.886,0.734,#2d9300
-0.213,0.880,0.693,#279100
-0.282,0.854,0.732,#228f00
-0.313,0.838,0.602,#1d8d00
-0.120,0.827,0.537,#188b00
-0.469,0.905,-0.686,#d09b00
-0.497,0.838,-0.580,#cda000
-0.319,0.861,-0.619,#cba500
-0.332,0.908,-0.563,#c9aa00
-0.382,0.924,-0.589,#c7af00
-0.358,0.886,-0.316,#c5b400
-0.261,0.847,-0.384,#c3b900
-0.669,-0.295,0.715,#fb1100
-0.199,0.841,-0.217,#c1bd00
-0.176,0.933,-0.394,#bbbe00
-0.034,0.900,-0.213,#b3bc00
0.078,0.833,-0.136,#aaba00
0.025,0.803,-0.009,#a2b800
0.010,0.811,0.066,#9ab600
0.134,0.771,0.059,#92b400
0.180,0.777,-0.023,#8ab200
0.267,0.746,0.068,#83af00
0.227,0.741,-0.133,#7bad00
-0.568,0.267,-0.019,#f91900
0.300,0.648,-0.155,#74ab00
0.319,0.651,-0.008,#6da900
0.351,0.624,0.017,#66a700
0.348,0.624,-0.139,#5fa500
0.424,0.535,-0.179,#58a200
0.357,0.506,-0.005,#52a000
0.338,0.606,-0.079,#4b9e00
0.430,0.507,-0.203,#459c00
0.529,0.384,-0.277,#3f9a00
0.543,0.445,-0.349,#399800
-0.600,0.254,-0.012,#f62100
0.542,0.328,-0.342,#339600
0.482,0.386,-0.381,#2d9300
0.293,0.669,-0.031,#279100
0.571,0.321,-0.318,#228f00
0.643,0.122,-0.510,#1d8d00
0.800,-0.074,-0.725,#188b00
0.699,-0.041,-0.804,#138900
0.898,-0.204,-0.993,#0e8600
0.968,-0.266,-0.928,#098400
1.000,-0.342,-0.995,#048200
-0.551,0.463,-0.258,#f42900
0.750,-0.088,-0.638,#008000
-0.817,-0.487,0.232,#f00
-1.000,-1.000,0.538,#fd0900
-0.558,0.122,0.054,#fb1100
-0.739,-0.199,0.077,#f91900
-0.692,0.030,-0.041,#f62100
-0.689,-0.093,-0.093,#f42900
-0.612,0.194,-0.130,#f23100
-0.714,0.208,-0.269,#f03900
-0.713,0.254,-0.414,#ee4000
-0.513,0.481,-0.429,#f23100
-0.696,0.203,-0.517,#ec4800
-0.614,0.411,-0.492,#e94f00
-0.702,0.353,-0.551,#e75600
-0.606,0.468,-0.602,#e55d00
-0.578,0.486,-0.710,#e36400
-0.579,0.494,-0.766,#e16b00
-0.659,0.466,-0.779,#df7100
-0.492,0.595,-0.778,#dd7800
-0.505,0.610,-0.759,#da7e00
-0.563,0.647,-0.730,#d88400
-0.542,0.521,-0.612,#f03900
-0.367,0.795,-0.763,#d68a00
-0.501,0.818,-0.919,#d49000
-0.509,0.691,-0.779,#d29500
-0.487,0.742,-0.793,#d09b00
-0.464,0.695,-0.585,#cda000
-0.537,0.784,-0.703,#cba500
-0.497,0.762,-0.713,#c9aa00
-0.441,0.743,-0.643,#c7af00
-0.485,0.745,-0.588,#c5b400
-0.547,0.831,-0.738,#c3b900
-0.494,0.552,-0.527,#ee4000
-0.547,0.807,-0.786,#c1bd00
-0.420,0.869,-0.649,#bbbe00
-0.497,0.793,-0.666,#b3bc00
-0.538,0.707,-0.743,#aaba00
-0.561,0.617,-0.522,#a2b800
-0.484,0.717,-0.483,#9ab600
-0.413,0.860,-0.419,#92b400
-0.343,0.890,-0.528,#8ab200
-0.496,0.724,-0.290,#83af00
-0.352,0.921,-0.314,#7bad00
